time_iso8601,stars_cumulative
2022-06-20 00:00:00+00:00,1210
2022-06-22 00:00:00+00:00,1212
2022-06-24 00:00:00+00:00,1213
2022-06-30 00:00:00+00:00,1214
2022-07-06 00:00:00+00:00,1216
2022-07-11 00:00:00+00:00,1217
2022-07-18 00:00:00+00:00,1219
2022-07-20 00:00:00+00:00,1220
2022-07-27 00:00:00+00:00,1221
2022-07-28 00:00:00+00:00,1223
2022-08-01 00:00:00+00:00,1224
2022-08-02 00:00:00+00:00,1226
2022-08-04 00:00:00+00:00,1227
2022-08-06 00:00:00+00:00,1229
2022-08-08 00:00:00+00:00,1230
2022-08-18 00:00:00+00:00,1231
2022-08-21 00:00:00+00:00,1233
2022-08-23 00:00:00+00:00,1234
2022-08-26 00:00:00+00:00,1235
2022-08-28 00:00:00+00:00,1236
2022-09-03 00:00:00+00:00,1237
2022-09-04 00:00:00+00:00,1238
2022-09-06 00:00:00+00:00,1239
2022-09-07 00:00:00+00:00,1241
2022-09-14 00:00:00+00:00,1243
2022-09-19 00:00:00+00:00,1244
2022-09-20 00:00:00+00:00,1245
2022-09-21 00:00:00+00:00,1246
2022-10-01 00:00:00+00:00,1247
2022-10-06 00:00:00+00:00,1248
2022-10-08 00:00:00+00:00,1249
2022-10-10 00:00:00+00:00,1250
2022-10-14 00:00:00+00:00,1251
2022-10-15 00:00:00+00:00,1252
2022-10-18 00:00:00+00:00,1254
2022-10-19 00:00:00+00:00,1255
2022-10-22 00:00:00+00:00,1256
2022-10-29 00:00:00+00:00,1258
2022-11-04 00:00:00+00:00,1259
2022-11-06 00:00:00+00:00,1262
2022-11-16 00:00:00+00:00,1265
2022-11-19 00:00:00+00:00,1266
2022-11-21 00:00:00+00:00,1268
2022-11-27 00:00:00+00:00,1269
2022-12-02 00:00:00+00:00,1270
